"string","adv-0xE86-0x48F_7","=T(C4)","=T(D2)","‥暗闇の中で、緑色に光る。","=T(F1013)","DUPE: F1013",,
"string","adv-0xE86-0x48F_9","=T(C13)","=T(D2)","つまり、その服を着た、もし
くは持っている人間が、かんなを誘
拐した犯人ということですね。","=T(F1014)","DUPE: F1014",,
"string","adv-0xE86-0x48F_11","=T(C3)","=T(D2)","そして、たぶん‥綾華を殺し
た犯人だと思う。","=T(F1015)","DUPE: F1015",,
,,,,"//==================================
// ADV block 0xEC6
//==================================",,,,
"string","adv-0xEC6-0xA6_1","=T(C25)","=T(D2)","なにが‥。",,,"=IF(F1375="""", ""UNTRANSLATED"", """")",
"string","adv-0xEC6-0xA6_3","=T(C5)","=T(D2)","　\s<$01>[2x]し！静かに‥[1x]\s<$02>\n
\n
私にはわかる‥‥。",,,"=IF(F1376="""", ""UNTRANSLATED"", """")",
"string","adv-0xEC6-0xE8_1","=T(C6)","=T(D2)","な、なぁっ?!",,,"=IF(F1377="""", ""UNTRANSLATED"", """")",
"string","adv-0xEC6-0xE8_3","=T(C25)","=T(D2)","血文字ですか。でも、なんて
書いてあるのか‥、今一つ分かりま
せんね。",,,"=IF(F1378="""", ""UNTRANSLATED"", """")",
"string","adv-0xEC6-0xE8_5","=T(C5)","=T(D2)","‥‥‥困ったわね。\n
霊の言葉だと思うんだけど‥これで
は何も分からないわ。",,,"=IF(F1379="""", ""UNTRANSLATED"", """")",
,,,,"//==================================
// ADV block 0xF06
//==================================",,,,
"string","adv-0xF06-0x193_1",,,"コンティニュー\n
タイトルへ戻る",,,"=IF(F1381="""", ""UNTRANSLATED"", """")",
,,,,"//==================================
// ADV block 0xF46
//==================================",,,,
"string","adv-0xF46-0x126_1","=T(C3)","=T(D2)","\n
\s<$01>[2x]な、なにこれ?![1x]\s<$02>",,,"=IF(F1383="""", ""UNTRANSLATED"", """")",
"string","adv-0xF46-0x145_1",,,"部屋の様子を見る\n
何をしてるのかを聞く\n
部屋を出る",,,"=IF(F1384="""", ""UNTRANSLATED"", """")",
"string","adv-0xF46-0x16C_1","=T(C3)","=T(D2)","優子さんが、水晶玉を片手に
呪文を唱えてて‥‥。",,,"=IF(F1385="""", ""UNTRANSLATED"", """")",
"string","adv-0xF46-0x16C_3","=T(C3)","=T(D2)","それを沢田さん達がカメラで
撮ってるんだけど‥。\n
これって‥",,,"=IF(F1386="""", ""UNTRANSLATED"", """")",
"string","adv-0xF46-0x16C_5","=T(C3)","=T(D2)","　\s<$01>[3x]あやしいぃ[1x]\s<$02>",,,"=IF(F1387="""", ""UNTRANSLATED"", """")",
"string","adv-0xF46-0x1E7_1","=T(C6)","=T(D2)","え？え～とですねぇ。\n
優子さんが、かんなさんを探し出そ
うって、言い出したんです。",,,"=IF(F1388="""", ""UNTRANSLATED"", """")",
"string","adv-0xF46-0x1E7_3","=T(C6)","=T(D2)","で、ご自身の霊能力で彼女の
居場所を見つけ出そうと、まぁ、そ
ういうワケなんですけど‥。",,,"=IF(F1389="""", ""UNTRANSLATED"", """")",
"string","adv-0xF46-0x27E_1","=T(C3)","=T(D2)","で、でもこの光景をカメラで
撮ってるのは、一体どういうワケ？",,,"=IF(F1390="""", ""UNTRANSLATED"", """")",
"string","adv-0xF46-0x27E_3","=T(C6)","=T(D2)","え、いやぁ‥優子さんの希望
なんですよ。",,,"=IF(F1391="""", ""UNTRANSLATED"", """")",
"string","adv-0xF46-0x27E_5","=T(C6)","=T(D2)","それに、面白そうだしって沢
田さんまで言い出して‥‥。",,,"=IF(F1392="""", ""UNTRANSLATED"", """")",
"string","adv-0xF46-0x27E_7","=T(C3)","=T(D2)","‥はぁぁ。",,,"=IF(F1393="""", ""UNTRANSLATED"", """")",
"string","adv-0xF46-0x32A_1","=T(C3)","=T(D2)","うへぇ‥ボクには分かんない
世界だよ‥‥。",,,"=IF(F1394="""", ""UNTRANSLATED"", """")",
"string","adv-0xF46-0x35D_1","=T(C3)","=T(D2)","‥また、やってるよ。",,,"=IF(F1395="""", ""UNTRANSLATED"", """")",
"string","adv-0xF46-0x35D_3","=T(C4)","=T(D2)","怪しさ爆発ねぇ。",,,"=IF(F1396="""", ""UNTRANSLATED"", """")",
"string","adv-0xF46-0x39D_1",,,"篠田の事を聞く\n
何をしているのかを聞く\n
部屋を出る",,,"=IF(F1397="""", ""UNTRANSLATED"", """")",
"string","adv-0xF46-0x3C3_1","=T(C6)","=T(D2)","それが‥‥言いにくいんです
けど、ロケバスで逃げてしまったん
です。",,,"=IF(F1398="""", ""UNTRANSLATED"", """")",
"string","adv-0xF46-0x3C3_5","=T(C6)","=T(D2)","殺人犯を、逃がしてしまった
のは‥その、情けないんですけど‥",,,"=IF(F1399="""", ""UNTRANSLATED"", """")",
"string","adv-0xF46-0x3C3_9","=T(C6)","=T(D2)","篠田の事は、その‥警察にま
かせた方がいいと思うんです。",,,"=IF(F1400="""", ""UNTRANSLATED"", """")",
"string","adv-0xF46-0x470_1","=T(C6)","=T(D2)","いやぁ、篠田が逃げた後にで
すね、笹木が言い出したんですよ。",,,"=IF(F1401="""", ""UNTRANSLATED"", """")",
"string","adv-0xF46-0x470_5","=T(C6)","=T(D2)","優子さんの魔術で、かんなさ
んを見つけるんです！って。",,,"=IF(F1402="""", ""UNTRANSLATED"", """")",
"string","adv-0xF46-0x470_9","=T(C6)","=T(D2)","優子さんは、魔術なんかじゃ
ないって反論してましたけど、",,,"=IF(F1403="""", ""UNTRANSLATED"", """")",
"string","adv-0xF46-0x470_11","=T(C6)","=T(D2)","結局、笹木に押し切られたん
ですよ。",,,"=IF(F1404="""", ""UNTRANSLATED"", """")",
,,,,"//==================================
// ADV block 0xF86
//==================================",,,,
"string","adv-0xF86-0xAA_1","=T(C3)","=T(D2)","　\s<$01>[3x]う‥[1x]\s<$02>",,,"=IF(F1406="""", ""UNTRANSLATED"", """")",
"string","adv-0xF86-0xAA_3","=T(C13)","=T(D2)","拷問部屋ですね。",,,"=IF(F1407="""", ""UNTRANSLATED"", """")",
"string","adv-0xF86-0xDF_1","=T(C4)","=T(D2)","　\s<$01>[3x]かんな?![1x]\s<$02>",,,"=IF(F1408="""", ""UNTRANSLATED"", """")",
,,,,"//==================================
// ADV block 0xFC6
//==================================",,,,
"string","adv-0xFC6-0x8F_1","=T(C25)","=T(D2)","Ｂ\s<$04>ｕ\s<$0A>ｔ\s<$04>ｔ\s<$0A>ｏ\s<$0A>ｎ‥\s<$32>ボ\s<$02>タン、\s<$0A>で\s<$02>す
か？",,,"=IF(F1410="""", ""UNTRANSLATED"", """")",
"string","adv-0xFC6-0x8F_3","=T(C5)","=T(D2)","矢印が書いてあるわね。\n
\s<$1E>こ\s<$02>の下に、なにかあるのかしらね？",,,"=IF(F1411="""", ""UNTRANSLATED"", """")",
,,,,"//==================================
// ADV block 0x1006
//==================================",,,,
"string","adv-0x1006-0x1DB_1","=T(C25)","=T(D2)","ＳＯＲＲＹ‥？",,,"=IF(F1413="""", ""UNTRANSLATED"", """")",
"string","adv-0x1006-0x1DB_3","=T(C5)","=T(D2)","ふふふ‥霊が謝ってるのかし
らね。",,,"=IF(F1414="""", ""UNTRANSLATED"", """")",
"string","adv-0x1006-0x1DB_5","=T(C5)","=T(D2)","さ、こんな気味の悪いところ
に、いつまでもいたくないわ。",,,"=IF(F1415="""", ""UNTRANSLATED"", """")",
"string","adv-0x1006-0x1DB_7","=T(C5)","=T(D2)","早くかんなちゃんを、部屋に
運びましょう。",,,"=IF(F1416="""", ""UNTRANSLATED"", """")",
,,,,"//==================================
// ADV block 0x1046
//==================================",,,,
"string","adv-0x1046-0x145_1","=T(C13)","=T(D2)","かんなが横たわっていた台で
すよ。血文字は、かんなの頭の横あ
たりに浮かびあがりました。",,,"=IF(F1418="""", ""UNTRANSLATED"", """")",
"string","adv-0x1046-0x145_3","=T(C13)","=T(D2)","‥‥‥あれ？\n
何か、丸い物が落ちていますね。",,,"=IF(F1419="""", ""UNTRANSLATED"", """")",
"string","adv-0x1046-0x1B0_1",,,"調べる",,,"=IF(F1420="""", ""UNTRANSLATED"", """")",
"string","adv-0x1046-0x1B8_1",,,"血文字\n
丸い物\n
やめる",,,"=IF(F1421="""", ""UNTRANSLATED"", """")",
"string","adv-0x1046-0x1CC_1","=T(C13)","=T(D2)","文字が浮かびあがった所は、
はっきりと見ましたよ。",,,"=IF(F1422="""", ""UNTRANSLATED"", """")",
"string","adv-0x1046-0x1CC_3","=T(C13)","=T(D2)","誰も手を使ってませんでした
本当に‥霊のメッセージなんでしょ
うか？",,,"=IF(F1423="""", ""UNTRANSLATED"", """")",
"string","adv-0x1046-0x235_1","=T(C3)","=T(D2)","なに？薬みたいだけど‥。",,,"=IF(F1424="""", ""UNTRANSLATED"", """")",
"string","adv-0x1046-0x253_1","=T(C13)","=T(D2)","あ、それ知ってます！\n
ナビを造った人が、よく飲んでまし
た。",,,"=IF(F1425="""", ""UNTRANSLATED"", """")",
"string","adv-0x1046-0x253_3","=T(C3)","=T(D2)","で、なんなの？","=T(F1043)","DUPE: F1043",,
"string","adv-0x1046-0x253_5","=T(C13)","=T(D2)","睡眠薬ですよ。\n
結構、強力なやつでして、一粒飲め
ば、もうぐっすり。","=T(F1044)","DUPE: F1044",,
"string","adv-0x1046-0x253_7","=T(C13)","=T(D2)","蹴ろうが、殴ろうが起きませ
んよ。","=T(F1045)","DUPE: F1045",,
"string","adv-0x1046-0x253_9","=T(C3)","=T(D2)","ちょっと待ってよ！\n
これが、かんなの側で見つかったん
だよ？",,,"=IF(F1429="""", ""UNTRANSLATED"", """")",
"string","adv-0x1046-0x253_11","=T(C13)","=T(D2)","重要な手がかりですね。\n
つまり、かんなは睡眠薬で眠らされ
たのではないかと。",,,"=IF(F1430="""", ""UNTRANSLATED"", """")",
"string","adv-0x1046-0x367_1",,,"血文字\n
やめる",,,"=IF(F1431="""", ""UNTRANSLATED"", """")",
"string","adv-0x1046-0x375_1","=T(C13)","=T(D2)","かんなが横たわっていた台で
すよ。血文字は、かんなの頭の横あ
たりに浮かびあがりました。","=T(F1418)","DUPE: F1418",,
"string","adv-0x1046-0x3B8_1","=T(C13)","=T(D2)","睡眠薬ですよ。\n
結構、強力なやつでして、一粒飲め
ば、もうぐっすり。","=T(F1044)","DUPE: F1044",,
"string","adv-0x1046-0x3B8_3","=T(C3)","=T(D2)","ちょっと待ってよ！\n
これが、かんなの側で見つかったん
だよ？","=T(F1429)","DUPE: F1429",,
"string","adv-0x1046-0x3B8_5","=T(C13)","=T(D2)","重要な手がかりですね。\n
つまり、かんなは睡眠薬で眠らされ
たのではないかと。","=T(F1430)","DUPE: F1430",,
"string","adv-0x1046-0x465_1",,,"調べる\n
やめる",,,"=IF(F1436="""", ""UNTRANSLATED"", """")",
,,,,"//==================================
// ADV block 0x1086
//==================================",,,,
"string","adv-0x1086-0xB0_1","=T(C3)","=T(D2)","？！！‥‥‥‥。",,,"=IF(F1438="""", ""UNTRANSLATED"", """")",
"string","adv-0x1086-0xB0_3","=T(C13)","=T(D2)","どうしました？","=T(F134)","DUPE: F134",,
"string","adv-0x1086-0xDD_1","=T(C3)","=T(D2)","これは‥‥。","=T(F491)","DUPE: F491",,
"string","adv-0x1086-0xDD_3","=T(C13)","=T(D2)","ダーツですね。","=T(F785)","DUPE: F785",,
"string","adv-0x1086-0xDD_5","=T(C3)","=T(D2)","綾華に刺さってたダーツと同
じ型だよ。",,,"=IF(F1442="""", ""UNTRANSLATED"", """")",
"string","adv-0x1086-0xDD_7","=T(C3)","=T(D2)","綾華を殺した奴は‥‥この部
屋に入った事があるんだ‥。",,,"=IF(F1443="""", ""UNTRANSLATED"", """")",
"string","adv-0x1086-0x193_1","=T(C3)","=T(D2)","！‥‥綾華の眼鏡だ!!",,,"=IF(F1444="""", ""UNTRANSLATED"", """")",
"string","adv-0x1086-0x193_3","=T(C13)","=T(D2)","そういえば‥綾華の眼鏡が、
ありませんでしたね。",,,"=IF(F1445="""", ""UNTRANSLATED"", """")",
"string","adv-0x1086-0x193_5","=T(C3)","=T(D2)","綾華が、ここに来たんだ‥。
そして、犯人に襲われる事になった
‥‥。",,,"=IF(F1446="""", ""UNTRANSLATED"", """")",
"string","adv-0x1086-0x193_7","=T(C13)","=T(D2)","凶器となったダーツもありま
すし、そう考えるのが自然でしょう",,,"=IF(F1447="""", ""UNTRANSLATED"", """")",
,,,,"//==================================
// ADV block 0x10C6
//==================================",,,,
"string","adv-0x10C6-0x119_1",,,"コンティニュー\n
タイトルへ戻る","=T(F1381)","DUPE: F1381",,
,,,,"//==================================
// Area block 0x130E
//==================================",,,,
"string","area-0x130E-0x5C45_1","=T(C3)","=T(D2)","はぁ‥結局、むりやり連れて
かれる運命か‥‥。",,,"=IF(F1451="""", ""UNTRANSLATED"", """")",
"string","area-0x130E-0x5C45_3","=T(C4)","=T(D2)","まだ言ってるのぉ？\n
出発したのは昨日よ、昨日。",,,"=IF(F1452="""", ""UNTRANSLATED"", """")",
"string","area-0x130E-0x5C45_5","=T(C3)","=T(D2)","はいはい。ま、文句言ってて
もしかたないもんね。",,,"=IF(F1453="""", ""UNTRANSLATED"", """")",
"string","area-0x130E-0x5C45_7","=T(C3)","=T(D2)","せっかくの旅なんだもの、楽
しむとしますか！",,,"=IF(F1454="""", ""UNTRANSLATED"", """")",
"string","area-0x130E-0x5C45_9","=T(C3)","=T(D2)","それじゃさ、とりあえず朝ご
飯でも食べに行かない？",,,"=IF(F1455="""", ""UNTRANSLATED"", """")",
"string","area-0x130E-0x5C45_11","=T(C4)","=T(D2)","はぁ‥‥。食べる事だけが、
楽しみって顔ね。",,,"=IF(F1456="""", ""UNTRANSLATED"", """")",
"string","area-0x130E-0x5D3F_1","温子「","=T(D2)","きゃっ!!\n
ご、ごめんなさい。",,,"=IF(F1457="""", ""UNTRANSLATED"", """")",
"string","area-0x130E-0x5D63_1","木原「","=T(D2)","だ、大丈夫ですかぁ？",,,"=IF(F1458="""", ""UNTRANSLATED"", """")",
"string","area-0x130E-0x5D86_1","=T(C1457)","=T(D2)","ご、ごめんなさい。\n
外におられるとは知らなくて‥。",,,"=IF(F1459="""", ""UNTRANSLATED"", """")",
"string","area-0x130E-0x5D86_3","花田「","=T(D2)","いやいや、わしも気が緩んで
おったんですよ。\n
許してくだされ。",,,"=IF(F1460="""", ""UNTRANSLATED"", """")",
"string","area-0x130E-0x5D86_5","=T(C1460)","=T(D2)","それより。\n
ほれ、大事な指輪を落とされました
ぞ。",,,"=IF(F1461="""", ""UNTRANSLATED"", """")",
"string","area-0x130E-0x5E1F_1","=T(C1457)","=T(D2)","あ、すみません。",,,"=IF(F1462="""", ""UNTRANSLATED"", """")",
"string","area-0x130E-0x5E1F_3","正臣「","=T(D2)","だから言ったじゃないか。\n
そうそう持ち歩くものじゃないよ。
指輪は置いてきなさい。",,,"=IF(F1463="""", ""UNTRANSLATED"", """")",
"string","area-0x130E-0x5E7E_1","=T(C1463)","=T(D2)","いや、皆さん。\n
申し訳ありませんでした。",,,"=IF(F1464="""", ""UNTRANSLATED"", """")",
"string","area-0x130E-0x5E7E_3","=T(C1463)","=T(D2)","私共の不注意で、お騒がせし
てしまって‥。\n
どうも、失礼しました。",,,"=IF(F1465="""", ""UNTRANSLATED"", """")",
"string","area-0x130E-0x5EE1_1","=T(C4)","=T(D2)","はぁ‥‥。\n
それにしても、すっごい指輪だった
わねぇ。",,,"=IF(F1466="""", ""UNTRANSLATED"", """")",
"string","area-0x130E-0x5EE1_3","=T(C4)","=T(D2)","一体いくらするのかしら？\n
盗みたいくらいよね。",,,"=IF(F1467="""", ""UNTRANSLATED"", """")",
"string","area-0x130E-0x5EE1_5","=T(C13)","=T(D2)","それは\n
\s<$01>[2x]犯罪\s<$02>[1x]って言うんです。",,,"=IF(F1468="""", ""UNTRANSLATED"", """")",
"string","area-0x130E-0x5EE1_7","=T(C13)","=T(D2)","素子が言うと、冗談に聞こえ
ないんですから。",,,"=IF(F1469="""", ""UNTRANSLATED"", """")",
"string","area-0x130E-0x5F8F_1","=T(C3)","=T(D2)","あの二人新婚さんなのかな？
仲良さそうに見えるね。",,,"=IF(F1470="""", ""UNTRANSLATED"", """")",
"string","area-0x130E-0x5F8F_3","=T(C4)","=T(D2)","‥‥‥‥新婚さんかぁ。\n
いいなぁ‥‥。",,,"=IF(F1471="""", ""UNTRANSLATED"", """")",
"string","area-0x130E-0x5FE9_1","立花「","=T(D2)","う～、すまないが放っておい
てくれないか。",,,"=IF(F1472="""", ""UNTRANSLATED"", """")",
"string","area-0x130E-0x5FE9_3","=T(C4)","=T(D2)","船酔かしらね。\n
ちょっと顔色が悪いみたいだけど。",,,"=IF(F1473="""", ""UNTRANSLATED"", """")",
"string","area-0x130E-0x6049_1","田中さん「","=T(D2)","はぁい。\n
ご注文をどうぞぉ。",,,"=IF(F1474="""", ""UNTRANSLATED"", """")",
"string","area-0x130E-0x6049_3","=T(C4)","=T(D2)","メイ‥まぁだ食べるつもり？
‥‥‥太るわよ。",,,"=IF(F1475="""", ""UNTRANSLATED"", """")",
"string","area-0x130E-0x609F_1","=T(C1474)","=T(D2)","はぁい。\n
ご注文をどうぞぉ。","=T(F1474)","DUPE: F1474",,
"string","area-0x130E-0x609F_3","=T(C3)","=T(D2)","いえ、そうじゃなくて。\n
実は‥‥‥‥‥‥‥‥。",,,"=IF(F1477="""", ""UNTRANSLATED"", """")",
"string","area-0x130E-0x609F_7","=T(C1474)","=T(D2)","はぁ？お気分の悪いお客
がいらっしゃるぅ？",,,"=IF(F1478="""", ""UNTRANSLATED"", """")",
"string","area-0x130E-0x609F_11","=T(C1474)","=T(D2)","分かりましたぁ。\n
ただいま参りますぅ。",,,"=IF(F1479="""", ""UNTRANSLATED"", """")",
"string","area-0x130E-0x614B_1","=T(C1474)","=T(D2)","お客さまぁ。\n
この先に入られては困りますぅ。",,,"=IF(F1480="""", ""UNTRANSLATED"", """")",
"string","area-0x130E-0x6184_1","=T(C1474)","=T(D2)","お客さまぁ。\n
この先に入られては困りますぅ。","=T(F1480)","DUPE: F1480",,
"string","area-0x130E-0x6184_3","=T(C3)","=T(D2)","いえ、そうじゃなくて。\n
実は‥‥‥‥‥‥‥‥。","=T(F1477)","DUPE: F1477",,
"string","area-0x130E-0x6184_5","=T(C1474)","=T(D2)","はぁ？お気分の悪いお客
さまがいらっしゃるぅ？",,,"=IF(F1483="""", ""UNTRANSLATED"", """")",
"string","area-0x130E-0x6184_9","=T(C1474)","=T(D2)","分かりましたぁ。\n
ただいま参りますぅ。","=T(F1479)","DUPE: F1479",,
"string","area-0x130E-0x623A_1","=T(C3)","=T(D2)","ち、ちょっと大丈夫ですか？",,,"=IF(F1485="""", ""UNTRANSLATED"", """")",
"string","area-0x130E-0x623A_3","=T(C1472)","=T(D2)","うぅぅ‥すまない。\n
船はちょっと苦手でね。\n
だが一人で大丈夫だよ。",,,"=IF(F1486="""", ""UNTRANSLATED"", """")",
"string","area-0x130E-0x62A1_1","=T(C1472)","=T(D2)","す、すまない！\n
話かけないでくれ!!",,,"=IF(F1487="""", ""UNTRANSLATED"", """")",
"string","area-0x130E-0x62D2_1","=T(C1472)","=T(D2)","う～、まいったなあ。\n
どうも船は性にあわんよ。",,,"=IF(F1488="""", ""UNTRANSLATED"", """")",
"string","area-0x130E-0x62D2_3","=T(C3)","=T(D2)","大丈夫ですか？\n
ずいぶんと、顔色が悪いみたいです
けど‥。",,,"=IF(F1489="""", ""UNTRANSLATED"", """")",
"string","area-0x130E-0x62D2_7","=T(C1472)","=T(D2)","いやいや、大丈夫。\n
心配してもらって悪いね。",,,"=IF(F1490="""", ""UNTRANSLATED"", """")",
"string","area-0x130E-0x62D2_9","=T(C1472)","=T(D2)","とりあえず、吐くもの吐いち
まったし‥‥おっと、失敬。",,,"=IF(F1491="""", ""UNTRANSLATED"", """")",
"string","area-0x130E-0x62D2_11","=T(C1472)","=T(D2)","レディの前で言うようなセリ
フじゃなかったな。",,,"=IF(F1492="""", ""UNTRANSLATED"", """")",
"string","area-0x130E-0x62D2_13","=T(C1472)","=T(D2)","ま、直にすっきりするだろう
から、大丈夫だよ。",,,"=IF(F1493="""", ""UNTRANSLATED"", """")",
"string","area-0x130E-0x63EE_1","=T(C1463)","=T(D2)","お二人で、ご旅行ですか？\n
３０時間の船旅ですけど、よろしく
お願いします。",,,"=IF(F1494="""", ""UNTRANSLATED"", """")",
"string","area-0x130E-0x643B_1","=T(C1457)","=T(D2)","思い出したわ！\n
あなた、ＣＭに出てらしたでしょ。",,,"=IF(F1495="""", ""UNTRANSLATED"", """")",
"string","area-0x130E-0x643B_3","=T(C13)","=T(D2)","ハイハ～イッ！\n
ナビも出てました！",,,"=IF(F1496="""", ""UNTRANSLATED"", """")",
"string","area-0x130E-0x643B_5","=T(C1457)","=T(D2)","あは、かわいい。\n
これがＯＲＵＫＡなんですね。",,,"=IF(F1497="""", ""UNTRANSLATED"", """")",
"string","area-0x130E-0x643B_9","=T(C1457)","=T(D2)","ね、あなた。市販されたら私
達も欲しいですわね。",,,"=IF(F1498="""", ""UNTRANSLATED"", """")",
"string","area-0x130E-0x64F5_1","=T(C1463)","=T(D2)","船酔か？\n
大丈夫かな、あの人。",,,"=IF(F1499="""", ""UNTRANSLATED"", """")",
"string","area-0x130E-0x6527_1","=T(C1457)","=T(D2)","大丈夫かしら、あの人？",,,"=IF(F1500="""", ""UNTRANSLATED"", """")",
"string","area-0x130E-0x6553_1","=T(C1463)","=T(D2)","いやぁ、いい天気ですよね。
休みをとってまで旅行に来たかいが
ありましたよ。",,,"=IF(F1501="""", ""UNTRANSLATED"", """")",
"string","area-0x130E-0x659C_1","=T(C1457)","=T(D2)","ふ、船って‥けっこう速いん
ですね。",,,"=IF(F1502="""", ""UNTRANSLATED"", """")",
"string","area-0x130E-0x659C_3","=T(C1457)","=T(D2)","お、落ちてしまいそうで‥恐
いわ。",,,"=IF(F1503="""", ""UNTRANSLATED"", """")",
"string","area-0x130E-0x65F1_1","=T(C1463)","=T(D2)","ここはブリッジのようだね。",,,"=IF(F1504="""", ""UNTRANSLATED"", """")",
"string","area-0x130E-0x661B_1","=T(C1457)","=T(D2)","ふ～ん、ここで船を操縦して
るのね。\n
初めて見たわ。",,,"=IF(F1505="""", ""UNTRANSLATED"", """")",
"string","area-0x130E-0x6658_1","=T(C1463)","=T(D2)","船首で海を眺めるのも、いい
もんですね。",,,"=IF(F1506="""", ""UNTRANSLATED"", """")",
"string","area-0x130E-0x6658_5","=T(C1463)","=T(D2)","なんて言うんですかねぇ‥。
とにかくワクワクするんです。",,,"=IF(F1507="""", ""UNTRANSLATED"", """")",
"string","area-0x130E-0x66BF_1","=T(C1457)","=T(D2)","この人ったら、ほんっと子供
見たいなんだから。",,,"=IF(F1508="""", ""UNTRANSLATED"", """")",
"string","area-0x130E-0x66F6_1","=T(C1457)","=T(D2)","外の風が気持ちいいわ。\n
海も、きれいだし‥‥‥‥。",,,"=IF(F1509="""", ""UNTRANSLATED"", """")",
"string","area-0x130E-0x6729_1","=T(C1463)","=T(D2)","‥‥君も、きれいだよ。",,,"=IF(F1510="""", ""UNTRANSLATED"", """")",
"string","area-0x130E-0x674A_1","=T(C1457)","=T(D2)","きゃ！やめてよ、あなた。\n
‥‥恥ずかしいわ。",,,"=IF(F1511="""", ""UNTRANSLATED"", """")",
"string","area-0x130E-0x674A_3","=T(C4)","=T(D2)","‥‥‥おアツい事。\n
な～んかムカつくわぁ。",,,"=IF(F1512="""", ""UNTRANSLATED"", """")",
"string","area-0x130E-0x67A0_1","航海士「","=T(D2)","お客さん、ダメですよ。\n
ここは立入禁止なんですから‥。",,,"=IF(F1513="""", ""UNTRANSLATED"", """")",
"string","area-0x130E-0x67D9_1","船長「","=T(D2)","ははは。そう固い事を言わん
でもいい。",,,"=IF(F1514="""", ""UNTRANSLATED"", """")",
"string","area-0x130E-0x67D9_3","=T(C1514)","=T(D2)","どうぞ、可愛いお客さん方。
ただし、機械には触らないことを約
束してくれよ。",,,"=IF(F1515="""", ""UNTRANSLATED"", """")",
"string","area-0x130E-0x6841_1","=T(C1514)","=T(D2)","なんですと？\n
気分の悪いお客さまがおられる？",,,"=IF(F1516="""", ""UNTRANSLATED"", """")",
"string","area-0x130E-0x6879_2","=T(C1514)","=T(D2)","すまないが、きみ。\n
行ってきてくれないか。",,,"=IF(F1517="""", ""UNTRANSLATED"", """")",
"string","area-0x130E-0x68D9_1","=T(C1514)","=T(D2)","どうですかな、この『静かの
海』号は。\n
気に入って頂けるといいのだが。",,,"=IF(F1518="""", ""UNTRANSLATED"", """")",
"string","area-0x130E-0x68D9_3","=T(C1514)","=T(D2)","航海は極めて順調。\n
予定通り、昼の３時頃には入港でき
そうだよ。",,,"=IF(F1519="""", ""UNTRANSLATED"", """")",
"string","area-0x130E-0x695F_1","=T(C1514)","=T(D2)","船倉にヘビがいた？",,,"=IF(F1520="""", ""UNTRANSLATED"", """")",
"string","area-0x130E-0x695F_5","=T(C1514)","=T(D2)","あ～、実はですな。\n
２号室のお客さまが、何でもハ虫類
の研究をしておられるとかで‥。",,,"=IF(F1521="""", ""UNTRANSLATED"", """")",
"string","area-0x130E-0x695F_7","=T(C1514)","=T(D2)","それで、ヘビを輸送する事に
なってしまったわけですな。",,,"=IF(F1522="""", ""UNTRANSLATED"", """")",
"string","area-0x130E-0x6A00_1","=T(C1513)","=T(D2)","ええっと‥。たしかメイ・
スターさんですよね？",,,"=IF(F1523="""", ""UNTRANSLATED"", """")",
"string","area-0x130E-0x6A00_3","=T(C1513)","=T(D2)","テレビのＣＭに出演されて
たし、新聞でも見ましたよ。\n
いや、それにしても驚きました。",,,"=IF(F1524="""", ""UNTRANSLATED"", """")",
"string","area-0x130E-0x6A00_5","=T(C1513)","=T(D2)","話題の人がこんなに可愛い\n
\s<$01>[2x]探偵[1x]\s<$02>さんだったなんて。",,,"=IF(F1525="""", ""UNTRANSLATED"", """")",
"string","area-0x130E-0x6A00_7","=T(C3)","=T(D2)","　\s<$01>[3x]女優だ！[1x]\s<$02>",,,"=IF(F1526="""", ""UNTRANSLATED"", """")",
"string","area-0x130E-0x6AD1_1","=T(C1513)","=T(D2)","は？\n
お気分の悪いお客さまがおられると",,,"=IF(F1527="""", ""UNTRANSLATED"", """")",
"string","area-0x130E-0x6AD1_3","=T(C1513)","=T(D2)","分かりました。\n
ただいま参りますので、では。",,,"=IF(F1528="""", ""UNTRANSLATED"", """")",
"string","area-0x130E-0x6B34_1","=T(C1513)","=T(D2)","先ほどは、お知らせ頂き、
ありがとうございました。",,,"=IF(F1529="""", ""UNTRANSLATED"", """")",
"string","area-0x130E-0x6B6E_1",,,"『１号室』\n",,,"=IF(F1530="""", ""UNTRANSLATED"", """")",
"string","area-0x130E-0x6B6E_3","=T(C13)","=T(D2)","ここは、空部屋だったと思い
ますが？",,,"=IF(F1531="""", ""UNTRANSLATED"", """")",
"string","area-0x130E-0x6BA7_1",,,"『２号室』\n",,,"=IF(F1532="""", ""UNTRANSLATED"", """")",
"string","area-0x130E-0x6BA7_3","=T(C13)","=T(D2)","たしか、ぶあつい眼鏡をかけ
た女性の部屋ですよ。",,,"=IF(F1533="""", ""UNTRANSLATED"", """")",
"string","area-0x130E-0x6BA7_5","=T(C3)","=T(D2)","よく観察してるよ。",,,"=IF(F1534="""", ""UNTRANSLATED"", """")",
"string","area-0x130E-0x6C02_1","=T(C1458)","=T(D2)","あ、は～いっ!!",,,"=IF(F1535="""", ""UNTRANSLATED"", """")",
"string","area-0x130E-0x6C02_3","=T(C3)","=T(D2)","げ！\n
ど、どうしたんです、その格好?!",,,"=IF(F1536="""", ""UNTRANSLATED"", """")",
